timestamp,Active_Energy_Delivered_Received,Current_Phase_Average,Active_Power,Performance_Ratio,Wind_Speed,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted
"2016-11-12 18:30:00",36670,1.3553332090378,0.098066635429859,39.524787902832,,32.032466888428,15.052063941956,41.712665557861,38.819103240967,161.48037719727,0,45.111682891846,41.586544036865
"2016-11-12 18:35:00",36670,1.2739999294281,0.065999992191792,33.030502319336,,31.829635620117,15.213912010193,34.579486846924,32.054233551025,148.74961853027,0,36.330051422119,33.564346313477
"2016-11-12 18:40:00",36670,1.1973336935043,0.048933319747448,29.405784606934,,31.660524368286,15.44081401825,28.0100440979,25.958637237549,158.17510986328,0,30.255842208862,28.012517929077
"2016-11-12 18:45:00",36670,1.1506669521332,0.033133327960968,24.594861984253,,31.431001663208,16.106485366821,22.93634223938,21.877954483032,169.90812683105,0,24.493902206421,22.657482147217
"2016-11-12 18:50:00",36670,0.9446667432785,0.0090666664764285,8.9336261749268,,31.223537445068,16.507179260254,14.909327507019,14.340783119202,220.52221679688,0,18.452585220337,16.749223709106
"2016-11-12 18:55:00",36670,0.3999999165535,0,0,,31.059913635254,16.75172996521,10.582551956177,10.197772979736,179.20991516113,0,13.744030952454,12.313624382019
"2016-11-12 19:00:00",36670,0.31400004029274,0,0,,30.904306411743,16.933488845825,6.5073509216309,6.2381472587585,149.20358276367,0,9.5399150848389,8.4450063705444
"2016-11-12 19:05:00",36670,0.30000004172325,0,0,,30.79271697998,17.053562164307,3.9593622684479,3.7229075431824,147.39566040039,0,7.0239176750183,5.9604272842407
"2016-11-12 19:10:00",36670,0.30000004172325,0,0,,30.615310668945,17.315481185913,2.9524245262146,2.8927712440491,186.55947875977,0,5.4020552635193,4.3654613494873
"2016-11-12 19:15:00",36670,0.30000004172325,0,0,,30.43625831604,17.609252929688,2.275901556015,2.1230170726776,153.43984985352,0,4.1878328323364,3.2459201812744
"2016-11-12 19:20:00",36670,0.30000004172325,0,0,,30.325065612793,17.784147262573,1.8347429037094,1.7673435211182,182.14079284668,0,3.9440553188324,2.8268730640411
"2016-11-12 19:25:00",36670,0.30000004172325,0,0,,30.20867729187,17.928775787354,1.6955288648605,1.5400795936584,145.19548034668,0,3.821519613266,2.7167892456055
"2016-11-12 19:30:00",36670,0.30000004172325,0,0,,30.076282501221,18.103137969971,1.9093247652054,1.7418488264084,187.49281311035,0,3.7852561473846,2.6379261016846
"2016-11-12 19:35:00",36670,0.30000004172325,0,0,,29.943016052246,18.334716796875,1.5129417181015,1.3843289613724,168.83642578125,0,3.582594871521,2.5059101581573
"2016-11-12 19:40:00",36670,0.30000004172325,0,0,,29.917366027832,18.430250167847,1.1874290704727,1.0118880271912,198.80198669434,0,3.1476263999939,2.1695547103882
"2016-11-12 19:45:00",36670,0.30000004172325,0,0,,29.873928070068,18.496976852417,1.0436766147614,0.84467107057571,194.39810180664,0,2.9426259994507,2.0276589393616
"2016-11-12 19:50:00",36670,0.30000004172325,0,0,,29.764749526978,18.652278900146,1.3610579967499,1.1953114271164,205.24418640137,0,2.8994510173798,2.0228621959686
"2016-11-12 19:55:00",36670,0.30000004172325,0,0,,29.518266677856,18.934749603271,1.9935414791107,1.7792211771011,171.4323425293,0,3.1880702972412,2.2616808414459
"2016-11-12 20:00:00",36670,0.30000004172325,0,0,,29.273118972778,19.269596099854,2.24529337883,2.1482217311859,221.2508392334,0,3.5999414920807,2.6053876876831
"2016-11-12 20:05:00",36670,0.30000004172325,0,0,,29.209259033203,19.375453948975,1.6016342639923,1.3620455265045,209.82704162598,0,3.568954706192,2.4316277503967
